place_id,name,description,reviews,rating,website,phone,featured_image,main_category,categories,closed_on,address,link,query,query-02,City,State
ChIJu7Nkf7hM34cRaxDzNIz4nzY,Sin City Clubhouse,,155,4.6,http://sin-city-clubhouse.edan.io/,,https://lh3.ggpht.com/p/AG0ilSxb0doZdQrpIqwmOavZ5K-V0BpJQ1r0CENJx79FwSkusgHe-K2uNU0mwnYM7JlKWgIjaReHgNE4zKtrTZSA6CgMsSTKliaRNPRd4t9ZY4Qm3SrAYNl1zcBR3VkVt5-W1hACD1ip=s1024,Bar,Bar,Open All Days,"4201 N 20th St, St. Louis, MO 63107, United States",https://www.google.com/maps/place/Sin+City+Clubhouse/data=!4m7!3m6!1s0x87df4cb87f64b3bb:0x369ff88c34f3106b!8m2!3d38.665709!4d-90.2059583!16s%2Fg%2F11b8_nszds!19sChIJu7Nkf7hM34cRaxDzNIz4nzY?authuser=0&hl=en&rclk=1,motorcycle clubs in st. louis mo,st. louis mo,st. louis,mo
ChIJX08_6KkEp4oRq3GYIgAnsxc,Rose City Motorcycle Club,RCMC traces its historical roots back to 1911. We have a very strong motorcycling heritage that lives on today in all of us. Join us.,0,0,https://www.rosecitymotorcycleclub.org/,+1 503-860-3658,https://lh3.ggpht.com/p/AF1QipPn9hVFBlMy7Yl5SEszD803NBAY6kj6Yj8DHDDV=s1024,Association / Organization,"Association / Organization, Service establishment",Open All Days,,https://www.google.com/maps/place/Rose+City+Motorcycle+Club/data=!4m7!3m6!1s0x8aa704a9e83f4f5f:0x17b32700229871ab!8m2!3d44.1455904!4d-120.5834015!16s%2Fg%2F11vrmykyc7!19sChIJX08_6KkEp4oRq3GYIgAnsxc?authuser=0&hl=en&rclk=1,motorcycle clubs in portland or,portland or,portland,or
ChIJ6_CzwMF1lVQRTiRkm1zzEm0,Lobos MC,,3,5,https://www.lobosmc.com/,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vjt3yzczN8XZJws3rOcKwg&cb_client=search.gws-prod.gps&w=408&h=240&yaw=83.67297&pitch=0&thumbfov=100,Motoring club,Motoring club,Open All Days,"15242 SE 94th Ave, Clackamas, OR 97015, United States",https://www.google.com/maps/place/Lobos+MC/data=!4m7!3m6!1s0x549575c1c0b3f0eb:0x6d12f35c9b64244e!8m2!3d45.4123108!4d-122.5663781!16s%2Fg%2F11cs4fs93l!19sChIJ6_CzwMF1lVQRTiRkm1zzEm0?authuser=0&hl=en&rclk=1,motorcycle clubs in portland or,portland or,portland,or
ChIJt18xtIqflVQRulwYblff3l8,Outsiders Mc Portland,,0,0,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=0-jZJhu9Sfi-_BxTFkwQzw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=37.115147&pitch=0&thumbfov=100,,,Open All Days,"SE 88th Ave, Portland, OR 97266, United States",https://www.google.com/maps/place/Outsiders+Mc+Portland/data=!4m7!3m6!1s0x54959f8ab4315fb7:0x5fdedf576e185cba!8m2!3d45.475809!4d-122.5725389!16s%2Fg%2F11m5jlw5dp!19sChIJt18xtIqflVQRulwYblff3l8?authuser=0&hl=en&rclk=1,motorcycle clubs in portland or,portland or,portland,or
ChIJtarqO_0MlVQRtZFStwcoUcg,Sunset Chapter #1815,,0,0,https://www.sunsethog.com/,+1 971-258-4157,https://lh3.ggpht.com/p/AG0ilSwWqe3Y9lXtFxJTlIZnIaul5-iiUU0Y0MhrS817LvIw7U6cojxYRjSXUwwqbcPUPw2pAmAkDRihTyAj0-abD1lxSrcCqFq2TtEJ4dhpOjd0ePG228gtfals8lnaadraiTny1Eea3Q=s1024,Social club,Social club,Open All Days,"10770 SW Cascade Ave, Tigard, OR 97223, United States",https://www.google.com/maps/place/Sunset+Chapter+%231815/data=!4m7!3m6!1s0x54950cfd3beaaab5:0xc8512807b75291b5!8m2!3d45.4424845!4d-122.7811583!16s%2Fg%2F11dfs_xvx3!19sChIJtarqO_0MlVQRtZFStwcoUcg?authuser=0&hl=en&rclk=1,motorcycle clubs in portland or,portland or,portland,or
ChIJWamRaV8xxyIRVXMmtslT69w,Oregon Veterans Motorcycle Association,"Our mission
OVMA

We honor all Veterans, past, present and future.
THE FALLEN
We ride to honor out fellow veterans that have made the ultimate sacrifice.
POW/MIA
We ride in solidarity and keep the flag held high for those that have not yet returned home.

ACTIVE DUTY

We stand with pride to welcome home our service men and women as the return from foreign lands.
VETERANS
As veterans we ride together, laugh, cry and hold our memories tight. The bonds that hold us together can never be broken. .",0,0,https://ovma-state.com/,,https://lh3.ggpht.com/p/AF1QipOc0fqDur3xj8cI8eJL0YRYfmvImflzM9SpG0ln=s1024,Charity,"Charity, Service establishment",Open All Days,,https://www.google.com/maps/place/Oregon+Veterans+Motorcycle+Association/data=!4m7!3m6!1s0x22c7315f6991a959:0xdceb53c9b6267355!8m2!3d44.1455904!4d-120.5834015!16s%2Fg%2F11vptdx70v!19sChIJWamRaV8xxyIRVXMmtslT69w?authuser=0&hl=en&rclk=1,motorcycle clubs in portland or,portland or,portland,or
ChIJxbqOAd7xU0EReOeDuF_ZIW0,Iron Order Motorcycle Club Alamo Crew,"The San Antonio Texas Charter a.k.a. the ALAMO CREW CHARTER (ACC) of the Iron Order Motorcycle Club (IOMC) was formed by a group of like-minded men committed to brotherhood, community, patriotism and a passion for riding motorcycles.
The IOMC ACC is an independent non-territorial motorcycle club consisting of members from all walks of life. We respect clubs that respect us. As an MC, we mind our own business and expect others to do the same. We are not a ""cop club"" or ""1%ers"", but we run our MC by the same rules established 60 years ago by the first motorcycle clubs. As a result, we've quietly become the largest independent MC in the world with chapters in 45 states, 10 countries and a strong brotherhood between us all.",10,5,http://alamocrewcharter.com/,+1 210-753-6222,https://lh3.ggpht.com/p/AG0ilSyKhL38iILWjwfEu4CBulqR1KDo_q1RwgV1vKDz1hN6eBOXrp6V9-BqC3iVJKfUbCjbU5f3I0RkJln1BkDOf_uALklapLznUWsbsEuoPNVfARNdQF-jQrc_-WM1XiNrLAwTiahM=s1024,Motoring club,"Motoring club, Service establishment, Motorcycle shop",Open All Days,,https://www.google.com/maps/place/Iron+Order+Motorcycle+Club+Alamo+Crew/data=!4m7!3m6!1s0x4153f1de018ebac5:0x6d21d95fb883e778!8m2!3d29.4581826!4d-98.518079!16s%2Fg%2F11q2yl2r1n!19sChIJxbqOAd7xU0EReOeDuF_ZIW0?authuser=0&hl=en&rclk=1,motorcycle clubs in san antonio tx,san antonio tx,san antonio,tx
ChIJC9cx6xZfXIYR1sjxsg0TCSM,National Motor Club,,1,5,http://www.tvcmatrix.com/GEARYJONES,+1 830-890-3027,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3yLlZEM2I9jD34O0Cx5FzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=84.57829&pitch=0&thumbfov=100,Motoring club,Motoring club,Open All Days,"3222 Northwest Loop 410, San Antonio, TX 78213, United States",https://www.google.com/maps/place/National+Motor+Club/data=!4m7!3m6!1s0x865c5f16eb31d70b:0x2309130db2f1c8d6!8m2!3d29.5055582!4d-98.544579!16s%2Fg%2F11h_6r882z!19sChIJC9cx6xZfXIYR1sjxsg0TCSM?authuser=0&hl=en&rclk=1,motorcycle clubs in san antonio tx,san antonio tx,san antonio,tx
ChIJyZFdeQDvXIYRntZRHo1M7r8,Sayers Motocross,,1,5,,,,Sports club,Sports club,Open All Days,"6971 Stuart Rd, San Antonio, TX 78263, United States",https://www.google.com/maps/place/Sayers+Motocross/data=!4m7!3m6!1s0x865cef00795d91c9:0xbfee4c8d1e51d69e!8m2!3d29.3556668!4d-98.2964812!16s%2Fg%2F11y29sqjwn!19sChIJyZFdeQDvXIYRntZRHo1M7r8?authuser=0&hl=en&rclk=1,motorcycle clubs in san antonio tx,san antonio tx,san antonio,tx
ChIJq6qaFgJoXIYR5DBBHXAp3XI,Tejanos Motorcycle Club,,0,0,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=vzmYMUTF7-VCJzmXgM50cA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=157.29764&pitch=0&thumbfov=100,,,Open All Days,"9354 Lamerton St, San Antonio, TX 78250, United States",https://www.google.com/maps/place/Tejanos+Motorcycle+Club/data=!4m7!3m6!1s0x865c6802169aaaab:0x72dd29701d4130e4!8m2!3d29.5072881!4d-98.6665275!16s%2Fg%2F11hy9nkgm6!19sChIJq6qaFgJoXIYR5DBBHXAp3XI?authuser=0&hl=en&rclk=1,motorcycle clubs in san antonio tx,san antonio tx,san antonio,tx
ChIJe77GJR_RmoARAQe9QA4CRVA,Capital City Motorcycle Club,,13,4.8,http://www.capitalcitymc.com/,+1 916-442-8242,https://lh3.ggpht.com/p/AG0ilSyvnuJSWuFHx7lkwJwRENOu8tIX1PkOIs0PvQ6Uz60KkcKHRvpd8_hXPqqIQATMxPEaABqSkczm9_d_c4x5p04agUzYMjxWFAP5m7viyyFr-_esuGDbrgeIAlwGSMun159Zqs9fuA=s1024,Club,Club,Open All Days,"2414 13th St, Sacramento, CA 95818, United States",https://www.google.com/maps/place/Capital+City+Motorcycle+Club/data=!4m7!3m6!1s0x809ad11f25c6be7b:0x5045020e40bd0701!8m2!3d38.5633935!4d-121.4963879!16s%2Fg%2F1tgc9rwc!19sChIJe77GJR_RmoARAQe9QA4CRVA?authuser=0&hl=en&rclk=1,motorcycle clubs in sacramento ca,sacramento ca,sacramento,ca
ChIJca1lOwDFmoARZKA-rnlnkPs,HELLBENT MC CLUBHOUSE,,8,5,,,,Association / Organization,Association / Organization,Open All Days,"8996 Fruitridge Rd, Sacramento, CA 95826, United States",https://www.google.com/maps/place/HELLBENT+MC+CLUBHOUSE/data=!4m7!3m6!1s0x809ac5003b65ad71:0xfb906779ae3ea064!8m2!3d38.5246221!4d-121.3679982!16s%2Fg%2F11ldwqys5l!19sChIJca1lOwDFmoARZKA-rnlnkPs?authuser=0&hl=en&rclk=1,motorcycle clubs in sacramento ca,sacramento ca,sacramento,ca
ChIJG48adDW0RIYRQms_tCrzT1M,Austin Texas Bike Polo Social Club,,8,5,https://austinbikepolo.com/,,https://lh3.ggpht.com/p/AG0ilSyTUzSY4ZPb8KVo4nN3XrJSEmFa4qSxzaWTqCBcmmdsoeq1F9iFSE8OA2RMoDQ4VVnRvkW6Dikaty3PHyfQOmDcg6QF0lOTk87mbY9Xsf6GAtJ2knFVSx6uA9kEB_w3CyTSzAB-cA=s1024,Sports complex,Sports complex,Open All Days,"2407 Canterbury St, Austin, TX 78702, United States","https://www.google.com/maps/place/Austin+Texas+Bike+Polo+Social+Club/@30.2517819,-97.7214761,17z/data=!3m1!4b1!4m6!3m5!1s0x8644b435741a8f1b:0x534ff32ab43f6b42!8m2!3d30.2517773!4d-97.7189012!16s%2Fg%2F11g7z0mtxm?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",motorcycle clubs in austin tx,austin tx,austin,tx
ChIJb1TIClF754gRSr66EJYl8lM,Central Florida Motorcycle Riders Headquarters,Central Florida Motorcycle Riders Headquarters or CFMR HQ for short is a community center for motorcycle riders in Central Florida. We welcome all riders and even host bike nights on Thursday from 7-10pm.,76,5,https://facebook.com/groups/cfmotorcycleriders,+1 407-715-8874,https://lh3.ggpht.com/p/AG0ilSz4v8LAE_t7pMtFPIIsPJMG04Wx7B3xUNTAkbt7r3R6AtQ_U65VDwztTZr4Z-wdCakxrBgyUJR-qkO37QQRdioaNGqmHIAvdgx69LCJ1O7FdD_8DDy3aWDduqRgz4_fm1Z__9-ZEn05DyM=s1024,Community center,Community center,Open All Days,"100 W Livingston St, Orlando, FL 32801, United States",https://www.google.com/maps/place/Central+Florida+Motorcycle+Riders+Headquarters/data=!4m7!3m6!1s0x88e77b510ac8546f:0x53f2259610babe4a!8m2!3d28.5469548!4d-81.3810789!16s%2Fg%2F11x6mg0l76!19sChIJb1TIClF754gRSr66EJYl8lM?authuser=0&hl=en&rclk=1,motorcycle clubs in orlando fl,orlando fl,orlando,fl
ChIJd-l4cJRj54gRZzXoKjHanVg,L.A.M.A. Orlando Clubhouse,,26,5,,,https://lh3.ggpht.com/p/AG0ilSzexALhrhdmZ72PFUkTy_HPSmoZOOWW1ImElxaMW9vv-5RFM8jWrAixMyj8uobowygc_2kX8pH_42iWy5uFpCOcnOv3gkjrxek3guXtJPf-AoKtbzH51p4O6wBLH8sYQnaJZCMz=s1024,Night club,Night club,Open All Days,"6835 Narcoossee Rd, Orlando, FL 32822, United States",https://www.google.com/maps/place/L.A.M.A.+Orlando+Clubhouse/data=!4m7!3m6!1s0x88e763947078e977:0x589dda312ae83567!8m2!3d28.4681928!4d-81.2760314!16s%2Fg%2F11clt0ll97!19sChIJd-l4cJRj54gRZzXoKjHanVg?authuser=0&hl=en&rclk=1,motorcycle clubs in orlando fl,orlando fl,orlando,fl
ChIJV7JwEph554gRCpNRAFyK3CI,"Buffalo Soldiers Motorcycle Club Dallas,Texas",,1,5,http://bsmcorlfl.com/,+1 740-675-2762,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=ZBMm-qSIxkT1h7ByRY73IA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=247.38205&pitch=0&thumbfov=100,Club,Club,Open All Days,"4502 Old Winter Garden Rd suite c-1, Orlando, FL 32811, United States","https://www.google.com/maps/place/Buffalo+Soldiers+Motorcycle+Club+Dallas,Texas/data=!4m7!3m6!1s0x88e779981270b257:0x22dc8a5c0051930a!8m2!3d28.5461317!4d-81.4370774!16s%2Fg%2F11bz0bcdrt!19sChIJV7JwEph554gRCpNRAFyK3CI?authuser=0&hl=en&rclk=1",motorcycle clubs in orlando fl,orlando fl,orlando,fl
ChIJy4H0zquk54gRNeG5nZLq5ao,Central Florida Cruisers,,8,5,http://www.centralfloridacruisers.org/,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=q-cpk6suz_hT_LKN7cCSng&cb_client=search.gws-prod.gps&w=408&h=240&yaw=111.36896&pitch=0&thumbfov=100,Club,Club,Open All Days,"36846 FL-19, Umatilla, FL 32784, United States",https://www.google.com/maps/place/Central+Florida+Cruisers/data=!4m7!3m6!1s0x88e7a4abcef481cb:0xaae5ea929db9e135!8m2!3d28.8857143!4d-81.6865394!16s%2Fg%2F11fz29p00_!19sChIJy4H0zquk54gRNeG5nZLq5ao?authuser=0&hl=en&rclk=1,motorcycle clubs in orlando fl,orlando fl,orlando,fl
ChIJkYFr_KjMj4AR02VhIsmN1oo,San Jose Dons Motorcycle Club,,21,4.7,http://www.sanjosedonsmc.com/,,https://lh3.ggpht.com/p/AG0ilSwEukTIYD37FVrtVIcCKep2eL83DVbKNVnx2r9aAxqgZU8t6bYD_wb3iu60eyyGEI4kyuxAkmkqLFwrkopbTL1Gywt6KqkHqmDY56x02EQjgD4AuGTfCOVfegqe8RoWIEl_Or9gDg=s1024,Social club,Social club,Open All Days,"523 Columbia Ave B, San Jose, CA 95126, United States",https://www.google.com/maps/place/San+Jose+Dons+Motorcycle+Club/data=!4m7!3m6!1s0x808fcca8fc6b8191:0x8ad68dc9226165d3!8m2!3d37.3250585!4d-121.898596!16s%2Fg%2F11b6hv3g59!19sChIJkYFr_KjMj4AR02VhIsmN1oo?authuser=0&hl=en&rclk=1,motorcycle clubs in san juan pr,san juan pr,san juan,pr
ChIJawBc1DRvA4wRXeDm5Ier9bw,storm Riders MC Puerto Rico Northeast Coast Club House,,0,0,,+1 787-475-3557,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=3mGoBlgF3gTTwfXOSoFz8Q&cb_client=search.gws-prod.gps&w=408&h=240&yaw=52.602287&pitch=0&thumbfov=100,Motoring club,Motoring club,Open All Days,"palmas station, Catano, 00962, Puerto Rico",https://www.google.com/maps/place/storm+Riders+MC+Puerto+Rico+Northeast+Coast+Club+House/data=!4m7!3m6!1s0x8c036f34d45c006b:0xbcf5ab87e4e6e05d!8m2!3d18.4235088!4d-66.1468775!16s%2Fg%2F11fzd0m121!19sChIJawBc1DRvA4wRXeDm5Ier9bw?authuser=0&hl=en&rclk=1,motorcycle clubs in san juan pr,san juan pr,san juan,pr
ChIJLT13-ZUVA4wRoCPr12wa3tA,Biker Biker Club House,,2,5,,,,Motorcycle shop,Motorcycle shop,Open All Days,"CM4W+VWM, Dorado 00646, Puerto Rico",https://www.google.com/maps/place/Biker+Biker+Club+House/data=!4m7!3m6!1s0x8c031595f9773d2d:0xd0de1a6cd7eb23a0!8m2!3d18.4072187!4d-66.3027108!16s%2Fg%2F11cjpb28p3!19sChIJLT13-ZUVA4wRoCPr12wa3tA?authuser=0&hl=en&rclk=1,motorcycle clubs in san juan pr,san juan pr,san juan,pr
ChIJyZxm0l0zjoARkM1XBJOK9lU,Top Hatters MC Clubhouse,,16,5,,,https://lh3.ggpht.com/p/AG0ilSxsG9PxWx1EkAGHrfMT4DM5dd7e6TJKABetIO9K4ewPV_LBhfotqTydgoURek2RR5xCssUteZ78VBE8sI9shlWGx35996lw2010GeTbxjQ3_wm_cXDQ_WgYAWKlu5MKCYDchwqm=s1024,Club,Club,Open All Days,"193 Barnard Ave, San Jose, CA 95125, United States",https://www.google.com/maps/place/Top+Hatters+MC+Clubhouse/data=!4m7!3m6!1s0x808e335dd2669cc9:0x55f68a930457cd90!8m2!3d37.3082157!4d-121.8737249!16s%2Fg%2F11qg4_jw_y!19sChIJyZxm0l0zjoARkM1XBJOK9lU?authuser=0&hl=en&rclk=1,motorcycle clubs in san jose ca,san jose ca,san jose,ca
ChIJLxiGdxzzNIgRFIfpfJuqxCI,"Universal Riders Club of Pittsburgh, Inc.",,1,5,http://urcpghinc.com/,+1 412-225-8867,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=g09ugbGuVi60APnyOZ2VzQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=331.31406&pitch=0&thumbfov=100,Club,Club,Open All Days,"33 Elmwood Rd, Pittsburgh, PA 15209, United States","https://www.google.com/maps/place/Universal+Riders+Club+of+Pittsburgh,+Inc./@40.4952426,-79.9720572,17z/data=!3m1!4b1!4m6!3m5!1s0x8834f31c7786182f:0x22c4aa9b7ce98714!8m2!3d40.4952385!4d-79.9694823!16s%2Fg%2F11cr_d28k6?authuser=0&hl=en&entry=ttu&g_ep=EgoyMDI1MTIwOS4wIKXMDSoASAFQAw%3D%3D",motorcycle clubs in pittsburgh pa,pittsburgh pa,pittsburgh,pa
ChIJwTeFF5tZa4gR1jz_3kE7OOc,*Midwest Mc,,6,4.3,https://www.midwestmc.com/,,https://lh3.ggpht.com/p/AG0ilSybCPJvK3XnA6G3OSZuFYitdXTDLwuI1cURpTUu7XrdqY7s1-q0FqjIRVNxozk9Qh_q8DA_i7U9DoA58QFvq1hDUTeirEnpuggr5Id-hfR23h9OiDbH-H5NnnYK8prG0aYibD03=s1024,Association / Organization,Association / Organization,Open All Days,"3105 S Harding St, Indianapolis, IN 46217, United States",https://www.google.com/maps/place/*Midwest+Mc/data=!4m7!3m6!1s0x886b599b178537c1:0xe7383b41deff3cd6!8m2!3d39.7201885!4d-86.1867338!16s%2Fg%2F11h3vc428q!19sChIJwTeFF5tZa4gR1jz_3kE7OOc?authuser=0&hl=en&rclk=1,motorcycle clubs in indianapolis in,indianapolis in,indianapolis,in
ChIJ0QARFjJFa4gRRuMIi-Owsd0,Bikersinc Incorporated,"Charted in 2013, Bikersinc Incorporated is a 501(c)(3) non-profit organization based in the Indianapolis, Indiana area. We operate with no paid staff and we receive no Federal funding or grants.",2,5,https://bikersinc.org/,+1 317-801-1904,https://lh3.ggpht.com/p/AF1QipNBKQsyErLp2Gm0gjwwPktrez01wBUioZtn7BTK=s1024,Non-profit organization,Non-profit organization,Open All Days,"1761 N Sherman Dr Suite F, Indianapolis, IN 46218, United States",https://www.google.com/maps/place/Bikersinc+Incorporated/data=!4m7!3m6!1s0x886b4532161100d1:0xddb1b0e38b08e346!8m2!3d39.7901462!4d-86.1016135!16s%2Fg%2F11c750djf_!19sChIJ0QARFjJFa4gRRuMIi-Owsd0?authuser=0&hl=en&rclk=1,motorcycle clubs in indianapolis in,indianapolis in,indianapolis,in
ChIJC2nTnHhZa4gR3AMGGnK7Ch4,Midwest Motor-Cycle Club,,17,4.2,,,https://lh3.ggpht.com/p/AG0ilSxTBjIsAq3Q2UK7SqX7hy-om-Ouyf4W6mFu5ZtHqLusiOqDsH5UsqpsxLVbqIvPcKmyjMyRcmvtAgybNMzT65Ol6vNkEwRyDdo8VUWziffW7GVqKzzqTXN6sJlK4BxOtGcsQEI=s1024,Motorcycle shop,Motorcycle shop,Open All Days,"3520 Division St, Indianapolis, IN 46217, United States",https://www.google.com/maps/place/Midwest+Motor-Cycle+Club/data=!4m7!3m6!1s0x886b59789cd3690b:0x1e0abb721a0603dc!8m2!3d39.713642!4d-86.1824252!16s%2Fg%2F1262nfkls!19sChIJC2nTnHhZa4gR3AMGGnK7Ch4?authuser=0&hl=en&rclk=1,motorcycle clubs in indianapolis in,indianapolis in,indianapolis,in
ChIJr2KqqPedQIgRCsrmYulrBHg,U.S. Veterans MC,,18,4.9,http://www.usvmcoh.com/,,https://lh3.ggpht.com/p/AG0ilSzoSr_YuyUCpvdBHiDrGrDPib2CgTa84ihxdICo6Cp7x_GcL2PPTuVeS-Y8bxrc62ijgVGOk2ElQcb3jfBiMN7g7ExEwFxwqWxYnbxaMnp9i9YZxdF1uHc3Zbz3PziCBKIGfPNrnw=s1024,Motoring club,Motoring club,Open All Days,"717 W Xenia Dr, Fairborn, OH 45324, United States",https://www.google.com/maps/place/U.S.+Veterans+MC/data=!4m7!3m6!1s0x88409df7a8aa62af:0x78046be962e6ca0a!8m2!3d39.8256049!4d-84.0292892!16s%2Fg%2F11c52c6657!19sChIJr2KqqPedQIgRCsrmYulrBHg?authuser=0&hl=en&rclk=1,motorcycle clubs in cincinnati oh,cincinnati oh,cincinnati,oh
ChIJ0fvsm1ejOYgRHO70FmUup8A,LEAGUE OF RIDERS MC NATION,"The vision in the LEAGUE OF RIDERS MOTORCYCLE CLUB is to bring people together that have the common belief in TRUST, HONOR, STRENGTH, and RESPECT and love to ride. People that want to be around others like themselves and believe in making a difference!

The League of Riders Motorcycle Club is a law-abiding, non-territorial, traditional style, independent motorcycle club. We support our communities and individuals through charitable events and contributions.",3,5,http://leagueofridersmc.com/,,https://lh3.ggpht.com/p/AF1QipOUH5xeghuiK8lEvg4yKN0DUOzByMUf3-Fruf7Y=s1024,Club,"Club, Service establishment",Open All Days,,https://www.google.com/maps/place/LEAGUE+OF+RIDERS+MC+NATION/data=!4m7!3m6!1s0x8839a3579becfbd1:0xc0a72e6516f4ee1c!8m2!3d46.423669!4d-129.9427086!16s%2Fg%2F11ghn6l3xt!19sChIJ0fvsm1ejOYgRHO70FmUup8A?authuser=0&hl=en&rclk=1,motorcycle clubs in cincinnati oh,cincinnati oh,cincinnati,oh
ChIJ0S0euSFdQIgRdcox5RgFGIY,Riders For Life Motorcycle Awareness Center,,33,4.7,https://www.facebook.com/groups/489229518307039/?ref=share&mibextid=NSMWBT,,https://lh3.ggpht.com/p/AG0ilSy73Mx0zWA4c0Og0nB7HeAyldNunARliC-T6Ua1dySYAb26PY-cY1EhT-xKnyzNPosOnrk9gXP_EXrMRkd4q75ZrMmMaHNNK5OWo9SBrfmqSZRQAIgrQIfUFyFi1EIH7ZfUPscA=s1024,Charity,Charity,Open All Days,"1701 Germantown Rd, Middletown, OH 45042, United States",https://www.google.com/maps/place/Riders+For+Life+Motorcycle+Awareness+Center/data=!4m7!3m6!1s0x88405d21b91e2dd1:0x86180518e531ca75!8m2!3d39.5312185!4d-84.3834775!16s%2Fg%2F11c61s7w1x!19sChIJ0S0euSFdQIgRdcox5RgFGIY?authuser=0&hl=en&rclk=1,motorcycle clubs in cincinnati oh,cincinnati oh,cincinnati,oh
ChIJq4SoLAa0QYgREca9OyG7M-o,Kumasi Motorcycle Club,,1,1,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=xnevJUxj6qTkcqzGt9F2lw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=252.70047&pitch=0&thumbfov=100,Night club,Night club,Open All Days,"1915 Central Ave, Cincinnati, OH 45214, United States",https://www.google.com/maps/place/Kumasi+Motorcycle+Club/data=!4m7!3m6!1s0x8841b4062ca884ab:0xea33bb213bbdc611!8m2!3d39.1193264!4d-84.5248476!16s%2Fg%2F1jgm0h5yk!19sChIJq4SoLAa0QYgREca9OyG7M-o?authuser=0&hl=en&rclk=1,motorcycle clubs in cincinnati oh,cincinnati oh,cincinnati,oh
ChIJlcAcKqT6wIcRDR7VxUMrHkE,Dream Catchers Motorcycle Club,"We are the Dream Catchers Motorcycle Club. Our mission is to demonstrate partnership for social change, achieve and provide a perfect union for neighborhood equality and to provide fellowship in and around the Greater Kansas City area.

We embrace our legacy as Dream Catchers to create opportunities for positive dreams to come to the central core being of every person. All negativity and nightmares are trapped in the web where they perish in the light of the dawn.",18,4.9,,,https://lh3.ggpht.com/p/AF1QipPxrOPwcJqnHhgIlX8WSLQt8a9H_hHW288O1LnI=s1024,Bicycle club,Bicycle club,Open All Days,"2602 Brooklyn Ave, Kansas City, MO 64127, United States",https://www.google.com/maps/place/Dream+Catchers+Motorcycle+Club/data=!4m7!3m6!1s0x87c0faa42a1cc095:0x411e2b43c5d51e0d!8m2!3d39.0788469!4d-94.557275!16s%2Fg%2F11j4fdcswv!19sChIJlcAcKqT6wIcRDR7VxUMrHkE?authuser=0&hl=en&rclk=1,motorcycle clubs in kansas city mo,kansas city mo,kansas city,mo
ChIJzVf02qHlwIcRVV5TDJofmJ4,Knight Riders Motorcycle Club,,0,0,,,https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=lvSPCZKh4jEO3pSx8YqUvQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=71.78594&pitch=0&thumbfov=100,,,Open All Days,"5729 Swope Pkwy, Kansas City, MO 64130, United States",https://www.google.com/maps/place/Knight+Riders+Motorcycle+Club/data=!4m7!3m6!1s0x87c0e5a1daf457cd:0x9e981f9a0c535e55!8m2!3d39.0212342!4d-94.5413188!16s%2Fg%2F11hf3lq7yg!19sChIJzVf02qHlwIcRVV5TDJofmJ4?authuser=0&hl=en&rclk=1,motorcycle clubs in kansas city mo,kansas city mo,kansas city,mo
ChIJG1rB1RbxwIcRV3nKY9C3p7Y,Zodiac Motorcycle Club,,3,5,,,https://lh3.ggpht.com/p/AG0ilSxR4KyL5U26Dn9zOFUnUc6z9mcMxkP53U7Y2XpqSwCO0LH11EsauZNCs_39dAqtGu_Moe5tIaxSLcV5GCA6sO2gjyz_FadyqF3NvScFu_gmVgTB42tnQ1H3s8k1Gp5RhvatIiw=s1024,Bar,Bar,Open All Days,"1825 Vine St, Kansas City, MO 64108, United States",https://www.google.com/maps/place/Zodiac+Motorcycle+Club/data=!4m7!3m6!1s0x87c0f116d5c15a1b:0xb6a7b7d063ca7957!8m2!3d39.0902205!4d-94.5632089!16s%2Fg%2F11j8xgng67!19sChIJG1rB1RbxwIcRV3nKY9C3p7Y?authuser=0&hl=en&rclk=1,motorcycle clubs in kansas city mo,kansas city mo,kansas city,mo
